num;contract;kod;period;date;post;executor;attorney;title;short;position;client;regulation
13;26.06.2023 № 69-У-048/23;ГКБ им. В.В. Вересаева;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 20.02.2024 № 02/24;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница им. В.В. Вересаева Департамента здравоохранения города Москвы»;ГБУЗ «ГКБ им. В.В. Вересаева ДЗМ»;главного врача;Парфенова Игоря Павловича;Устава
13;26.06.2023 № 69-У-048/23;ГКБ им. В.В. Вересаева;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 20.02.2024 № 02/24;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская клиническая больница им. В.В. Вересаева Департамента здравоохранения города Москвы""";ГБУЗ «ГКБ им. В.В. Вересаева ДЗМ»;заместителя главного врача по технике;Тимошкина Павла Андреевича;Доверенности от 02.07.2020 № 37
13;26.06.2023 № 69-У-048/23;ГКБ им. М.П. Кончаловского;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 20.02.2024 № 02/24;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница им. М.П. Кончаловского Департамента здравоохранения города Москвы»;ГБУЗ «ГКБ им. М.П. Кончаловского ДЗМ»;главного врача;Погонина Алексея Владимировича;Устава
13;26.06.2023 № 69-У-048/23;ГКБ им. С.С. Юдина;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 20.02.2024 № 02/24;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница им. С.С. Юдина Департамента здравоохранения города Москвы»;ГБУЗ «ГКБ им. С.С. Юдина ДЗМ»;главного врача;Папышевой Ольги Виуленовны;Устава
13;26.06.2023 № 69-У-048/23;ГП11;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 20.02.2024 № 02/24;Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 11 Департамента здравоохранения города Москвы»;ГБУЗ «ГП № 11 ДЗМ»;главного врача;Борисова Алексея Геннадьевича;Устава
13;26.06.2023 № 69-У-048/23;ГП134;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 20.02.2024 № 02/24;Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 134 Департамента здравоохранения города Москвы»;ГБУЗ «ГП № 134 ДЗМ»;главного врача;Козловой Ирины Викторовны;Устава
13;26.06.2023 № 69-У-048/23;ГП166;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 20.02.2024 № 02/24;Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 166 Департамента здравоохранения города Москвы»;ГБУЗ «ГП № 166 ДЗМ»;главного врача;Околот Натальи Владимировны;Устава
13;26.06.2023 № 69-У-048/23;ГП170;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 20.02.2024 № 02/24;Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 170 Департамента здравоохранения города Москвы»;ГБУЗ «ГП № 170 ДЗМ»;главного врача;Полуниной Ирины Станиславовны;Устава
13;26.06.2023 № 69-У-048/23;ГП180;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 20.02.2024 № 02/24;Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 180 Департамента здравоохранения города Москвы»;ГБУЗ «ГП № 180 ДЗМ»;главного врача;Пирожковой Галины Юрьевны;Устава
13;26.06.2023 № 69-У-048/23;ГП195;с 01.02.2024 по 30.04.2024;02.05.2024;менеджера;Шубенкова Алексея Андреевича;доверенности от 20.02.2024 № 02/24;Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 195 Департамента здравоохранения города Москвы»;ГБУЗ «ГП № 195 ДЗМ»;главного врача;Лазаревой Светланы Ильтезяревны;Устава
